MachineID,Model Revision,Lot Number,Sub Lot Number,Index,Lane,Panel Barcode,Date,Panel Result,ModuleID,Module Name,Grouping Module Barcode,Module Barcode,Module Result,Location Name,Component Code,Sub Code,Comp. Barcode,Comp.Result,Rep.Defect,SizeX,SizeY,OffsetX,OffsetY,M.OffsetX,M.OffsetY,T.OffsetX,T.OffsetY,Rotation,BodyLift,BodyLiftAngle,Height,Height(%),Area,Area(%),Volume,Volume(%),Coplanarity,TopGray,BridgeComponents,IPC,User Module 1,User Module 2,Lift ROI,Lift Min,Lift Max,B.OffsetX,B.OffsetY,B.Length,B.Width,M.Interference Left,M.Interference Right,M.Interference Top,M.Interference Bottom,C.Interference Location,C.Interference Distance,Gap Height(Die to Ball),Measure Pos,Feature Distance
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,C472,453564872891-0001,,,GOOD,,1693.340,865.481,42.701,-3.173,42.701,-3.173,0,0,1.004,4.016,0.081,889.155,95.608,1514600.000,103.347,0,0,0,0,,,,,891.163|887.147,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,C510,0160-9213-0001,,,GOOD,,915.056,457.528,24.552,2.274,-2.274,24.552,0,0,-1.320,0.803,1.341,456.223,95.047,461200.000,110.160,0,0,0,0,,,,,455.822|456.625,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,C540,0160-9213-0001,,,GOOD,,915.056,457.528,-13.266,-6.611,-13.266,-6.611,0,0,0.144,17.671,1.207,438.151,91.281,459100.000,109.658,0,0,0,0,,,,,446.986|429.316,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R301,0699-6327-0001,,,GOOD,,976.359,494.867,-13.950,-0.272,0.272,-13.950,0,0,-1.447,12.048,1.009,305.219,98.458,592300.000,122.587,0,0,0,113,,,,,299.195|311.243,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R302,0699-7092-0001,,,GOOD,,1607.040,855.488,-31.848,21.872,21.872,31.848,0,0,1.012,2.410,1.132,399.998,93.023,1434800.000,104.364,0,0,0,93,,,,,401.203|398.794,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R303,453564841211-0001,,,GOOD,,1518.020,864.106,-8.476,5.514,-5.514,-8.476,0,0,-0.909,23.293,0.297,437.749,97.278,1341000.000,102.231,0,0,0,108,,,,,426.103|449.396,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R304,0699-6327-0001,,,GOOD,,976.359,494.867,16.606,18.727,18.727,-16.606,0,0,1.652,30.522,0.112,310.440,100.142,574600.000,118.923,0,0,0,112,,,,,325.701|295.179,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R450,0699-3986-0001,,,GOOD,,1521.320,786.887,19.140,70.705,70.705,-19.140,0,0,1.412,31.325,0.449,419.275,99.828,1260800.000,105.321,0,0,0,138,,,,,434.938|403.613,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R451,0699-7305-0001,,,GOOD,,960.764,515.664,-11.441,-0.849,11.441,0.849,0,0,-0.388,5.622,0.720,304.416,98.199,539600.000,108.915,0,0,0,10,,,,,307.227|301.605,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R452,0699-3986-0001,,,GOOD,,1521.320,786.887,48.804,80.545,-48.804,-80.545,0,0,0.783,0,0.163,430.922,102.600,1259700.000,105.229,0,0,0,157,,,,,430.922|430.922,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R453,0699-7305-0001,,,NG,Solder Joint,960.764,515.664,-14.838,13.256,-14.838,13.256,0,0,0.060,24.900,1.244,307.629,99.235,532000.000,107.381,0,0,0,4,,,,,295.179|320.079,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R455,0699-3986-0001,,,GOOD,,1521.320,786.887,-35.123,121.581,121.581,35.123,0,0,1.536,16.868,0.449,417.669,99.445,1295800.000,108.244,0,0,0,147,,,,,426.103|409.235,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R457,0699-3986-0001,,,GOOD,,1521.320,786.887,27.136,43.778,-27.136,-43.778,0,0,-0.370,8.835,0.082,427.308,101.740,1272900.000,106.331,0,0,0,144,,,,,422.890|431.725,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R458,0699-7305-0001,,,GOOD,,960.764,515.664,-31.675,16.187,31.675,-16.187,0,0,1.042,40.964,2.944,301.203,97.162,544400.000,109.884,0,0,0,9,,,,,280.721|321.685,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R459,0699-7305-0001,,,GOOD,,960.764,515.664,-19.142,21.820,21.820,19.142,0,0,-1.479,9.639,0.720,308.834,99.624,563900.000,113.820,0,0,0,6,,,,,313.653|304.014,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R460,0699-4768-0001,,,GOOD,,3010.880,1457.900,-62.410,-33.112,-33.112,62.410,0,0,-0.485,40.161,0.484,532.930,93.497,4644500.000,105.808,0,0,0,78,,,,,553.010|512.850,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R490,0699-6327-0001,,,GOOD,,976.359,494.867,-20.926,5.048,-20.926,5.048,0,0,-0.553,0.803,1.009,318.874,102.863,569900.000,117.951,0,0,0,113,,,,,319.275|318.472,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R491,0699-6327-0001,,,GOOD,,976.359,494.867,-25.503,28.514,25.503,-28.514,0,0,-0.605,0.803,0.449,317.267,102.344,566500.000,117.247,0,0,0,113,,,,,317.669|316.866,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R510,0699-6768-0001,,,GOOD,,984.189,505.292,-3.665,6.580,3.665,-6.580,0,0,-1.004,20.884,2.079,321.685,103.769,557200.000,112.044,0,0,0,189,,,,,332.127|311.243,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R511,0699-6768-0001,,,GOOD,,984.189,505.292,-7.561,-3.547,3.547,-7.561,0,0,-1.123,17.671,0.116,310.440,100.142,556800.000,111.964,0,0,0,190,,,,,301.605|319.275,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R519,0699-6779-0001,,,GOOD,,989.183,512.326,-3.714,-1.467,1.467,-3.714,0,0,-1.325,5.622,0.942,298.794,93.373,497800.000,98.227,0,0,0,191,,,,,295.982|301.605,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,1,Board1,,,NG,R522,0699-6768-0001,,,GOOD,,984.189,505.292,-7.322,-36.271,36.271,-7.322,0,0,-1.132,19.277,0.462,300.802,97.033,555100.000,111.622,0,0,0,189,,,,,291.163|310.440,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C314,453564169721-0001,,,GOOD,,1844.260,1157.010,21.043,5.243,5.243,-21.043,0,0,0.984,8.032,0.400,1236.540,96.605,2485400.000,116.476,0,0,0,174,,,,,1240.561|1232.528,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C315,0160-9250-0001,,,GOOD,,1520.980,811.875,-47.786,17.248,47.786,-17.248,0,0,0.833,3.213,0.660,792.368,93.220,1344900.000,108.912,0,0,0,0,,,,,790.761|793.974,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C410,0160-9275-0001,,,GOOD,,900.982,499.967,-24.701,-29.563,29.563,-24.701,0,0,0.313,1.606,0.424,497.589,101.549,517200.000,114.816,0,0,0,0,,,,,496.785|498.392,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C450,0160-9432-0001,,,GOOD,,1846.710,1157.450,-8.547,27.949,27.949,8.547,0,0,1.052,10.442,0.871,1162.250,101.065,2367100.000,110.743,0,0,0,141,,,,,1167.468|1157.026,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C451,0160-9213-0001,,,GOOD,,915.056,457.528,-11.951,-9.926,9.926,-11.951,0,0,2.204,5.622,0.603,465.862,97.055,451800.000,107.915,0,0,0,0,,,,,468.673|463.051,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C452,0160-9432-0001,,,GOOD,,1846.710,1157.450,-17.028,51.150,17.028,-51.150,0,0,1.438,0,0.036,1142.570,99.354,2359100.000,110.369,0,0,0,141,,,,,1142.569|1142.569,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C455,0160-9432-0001,,,GOOD,,1846.710,1157.450,-39.821,-4.266,-4.266,39.821,0,0,-0.758,8.032,0.109,1157.830,100.681,2338300.000,109.395,0,0,0,144,,,,,1153.814|1161.846,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C457,0160-9432-0001,,,GOOD,,1846.710,1157.450,-20.832,-21.464,21.464,-20.832,0,0,-0.752,12.048,0.109,1249.800,108.678,2138300.000,100.039,0,0,0,123,,,,,1255.822|1243.773,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C460,0160-9213-0001,,,GOOD,,915.056,457.528,-17.711,-18.247,-18.247,17.711,0,0,0.819,3.213,0.469,471.083,98.142,460600.000,110.017,0,0,0,0,,,,,469.476|472.689,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C461,0160-9213-0001,,,GOOD,,915.056,457.528,-12.581,11.149,11.149,12.581,0,0,-0.972,6.426,0.201,462.247,96.302,451700.000,107.891,0,0,0,0,,,,,465.460|459.034,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C472,453564872891-0001,,,GOOD,,1693.340,865.481,39.230,-35.506,39.230,-35.506,0,0,0.830,1.606,0.243,895.982,96.342,1567100.000,106.929,0,0,0,0,,,,,895.179|896.785,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C510,0160-9213-0001,,,GOOD,,915.056,457.528,-30.390,-16.435,16.435,-30.390,0,0,-1.197,4.016,0.469,453.814,94.545,455600.000,108.822,0,0,0,0,,,,,455.822|451.806,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,C540,0160-9213-0001,,,GOOD,,915.056,457.528,-6.595,13.243,-6.595,13.243,0,0,-0.759,4.819,0.738,445.380,92.788,466500.000,111.426,0,0,0,0,,,,,442.970|447.790,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R301,0699-6327-0001,,,GOOD,,976.359,494.867,-23.026,-7.696,7.696,-23.026,0,0,0.576,0,0.449,306.424,98.847,602700.000,124.739,0,0,0,115,,,,,306.424|306.424,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R302,0699-7092-0001,,,GOOD,,1607.040,855.488,40.293,20.912,20.912,-40.293,0,0,-0.809,9.639,0.546,429.316,99.841,1432600.000,104.204,0,0,0,89,,,,,424.496|434.135,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R303,453564841211-0001,,,GOOD,,1518.020,864.106,-8.667,15.027,-15.027,-8.667,0,0,0.850,6.426,0.127,432.528,96.117,1339700.000,102.132,0,0,0,102,,,,,435.741|429.316,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R304,0699-6327-0001,,,GOOD,,976.359,494.867,-3.471,35.816,35.816,3.471,0,0,-3.346,7.229,1.233,306.022,98.717,573200.000,118.634,0,0,0,116,,,,,302.408|309.637,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R450,0699-3986-0001,,,GOOD,,1521.320,786.887,59.215,105.509,105.509,-59.215,0,0,1.605,3.213,0.041,424.496,101.071,1277800.000,106.741,0,0,0,156,,,,,422.890|426.103,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R451,0699-7305-0001,,,GOOD,,960.764,515.664,-22.161,37.844,22.161,-37.844,0,0,0.406,24.096,2.225,298.392,96.256,547300.000,110.469,0,0,0,9,,,,,310.440|286.344,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R452,0699-3986-0001,,,GOOD,,1521.320,786.887,-13.731,69.482,13.731,-69.482,0,0,0.247,27.309,1.346,422.087,100.497,1286700.000,107.484,0,0,0,141,,,,,435.741|408.432,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R453,0699-7305-0001,,,GOOD,,960.764,515.664,-12.580,-42.338,-12.580,-42.338,0,0,1.330,8.835,0.262,297.187,95.867,537300.000,108.451,0,0,0,9,,,,,292.769|301.605,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R455,0699-3986-0001,,,GOOD,,1521.320,786.887,22.521,39.495,39.495,-22.521,0,0,-0.763,12.048,1.102,425.701,101.357,1269100.000,106.014,0,0,0,134,,,,,431.725|419.677,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R457,0699-3986-0001,,,GOOD,,1521.320,786.887,61.420,91.032,-61.420,-91.032,0,0,-0.483,4.016,0.449,434.536,103.461,1272700.000,106.315,0,0,0,161,,,,,436.545|432.528,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R458,0699-7305-0001,,,GOOD,,960.764,515.664,-23.283,40.589,23.283,-40.589,0,0,1.628,4.819,0.916,312.850,100.919,546100.000,110.227,0,0,0,15,,,,,315.259|310.440,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R459,0699-7305-0001,,,GOOD,,960.764,515.664,17.811,-2.660,-2.660,-17.811,0,0,-1.495,4.016,0.196,307.629,99.235,556300.000,112.286,0,0,0,8,,,,,305.621|309.637,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R460,0699-4768-0001,,,GOOD,,3010.880,1457.900,-8.655,-40.226,-40.226,8.655,0,0,0.287,4.819,0.323,537.749,94.342,4699700.000,107.065,0,0,0,78,,,,,540.159|535.340,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R490,0699-6327-0001,,,GOOD,,976.359,494.867,-24.909,-0.518,-24.909,-0.518,0,0,1.040,5.622,0.897,322.087,103.899,586400.000,121.366,0,0,0,117,,,,,324.898|319.275,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R491,0699-6327-0001,,,GOOD,,976.359,494.867,-13.983,41.321,13.983,-41.321,0,0,-1.828,15.261,2.129,322.890,104.158,566000.000,117.144,0,0,0,116,,,,,330.520|315.259,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R510,0699-6768-0001,,,GOOD,,984.189,505.292,3.380,-0.692,-3.380,0.692,0,0,-0.899,21.687,2.771,322.087,103.899,569300.000,114.478,0,0,0,187,,,,,332.930|311.243,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R511,0699-6768-0001,,,GOOD,,984.189,505.292,-49.587,-13.351,13.351,-49.587,0,0,-2.924,4.819,0.347,308.030,99.365,526800.000,105.931,0,0,0,189,,,,,305.621|310.440,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R519,0699-6779-0001,,,GOOD,,989.183,512.326,-45.480,-19.266,19.266,-45.480,0,0,-0.512,11.245,0.816,289.557,90.486,476700.000,94.064,0,0,0,189,,,,,283.934|295.179,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,2,Board2,,,NG,R522,0699-6768-0001,,,GOOD,,984.189,505.292,-36.741,-40.039,40.039,-36.741,0,0,0.058,0,0.116,311.243,100.401,553300.000,111.260,0,0,0,189,,,,,311.243|311.243,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C314,453564169721-0001,,,GOOD,,1844.260,1157.010,-41.613,-16.444,-16.444,41.613,0,0,0.753,6.426,0.763,1245.380,97.295,2543900.000,119.218,0,0,0,173,,,,,1248.593|1242.167,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C315,0160-9250-0001,,,GOOD,,1520.980,811.875,-52.198,9.012,52.198,-9.012,0,0,1.745,4.016,0.908,835.340,98.275,1277000.000,103.414,0,0,0,0,,,,,833.332|837.348,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C410,0160-9275-0001,,,GOOD,,900.982,499.967,-25.491,-24.120,24.120,-25.491,0,0,1.244,8.835,0.071,491.565,100.319,488600.000,108.467,0,0,0,0,,,,,495.982|487.147,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C450,0160-9432-0001,,,GOOD,,1846.710,1157.450,-12.086,23.024,23.024,12.086,0,0,1.693,12.048,0.218,1147.790,99.808,2361500.000,110.481,0,0,0,140,,,,,1141.765|1153.814,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C451,0160-9213-0001,,,GOOD,,915.056,457.528,-18.617,5.135,-5.135,-18.617,0,0,-0.980,4.819,0.134,465.460,96.971,434100.000,103.687,0,0,0,0,,,,,467.870|463.051,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C452,0160-9432-0001,,,GOOD,,1846.710,1157.450,-2.470,27.988,2.470,-27.988,0,0,1.209,4.819,0.036,1220.480,106.129,2146500.000,100.422,0,0,0,121,,,,,1222.890|1218.071,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C455,0160-9432-0001,,,GOOD,,1846.710,1157.450,2.968,31.586,31.586,-2.968,0,0,2.487,0,0.617,1140.160,99.144,2305200.000,107.847,0,0,0,146,,,,,1140.159|1140.159,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C457,0160-9432-0001,,,GOOD,,1846.710,1157.450,-66.948,-21.744,21.744,-66.948,0,0,1.287,0.803,1.306,1177.510,102.392,2341300.000,109.536,0,0,0,131,,,,,1177.910|1177.107,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C460,0160-9213-0001,,,GOOD,,915.056,457.528,-21.093,-4.752,-4.752,21.093,0,0,-0.475,2.410,0.268,469.878,97.891,456300.000,108.990,0,0,0,0,,,,,468.673|471.083,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C461,0160-9213-0001,,,GOOD,,915.056,457.528,-39.742,-16.518,-16.518,39.742,0,0,-0.621,1.606,0.335,463.854,96.636,461400.000,110.208,0,0,0,0,,,,,464.657|463.051,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C472,453564872891-0001,,,GOOD,,1693.340,865.481,29.886,-18.284,29.886,-18.284,0,0,-0.922,4.016,0.324,911.645,98.026,1472600.000,100.481,0,0,0,0,,,,,909.637|913.653,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,16,Front,CC-CCC,2023-09-15 11:50:28,NG,3,Board3,,,NG,C510,0160-9213-0001,,,GOOD,,915.056,457.528,-29.541,22.205,-22.205,-29.541,0,0,-0.637,3.213,0.603,458.231,95.465,466300.000,111.378,0,0,0,0,,,,,456.625|459.838,0,0,0,0,0,0,0,0,0,0,,0,0,,
